text,label,technique
"Person1: A slight miscalculation -- my face was burned beyond recognition. Fortunately my research into plastics came in handy ...
Person2: Dr. Darling, Peter ... all you ...
Person1: An unholy trinity ...
Person2: You killed my husband.
Person1: For starters. Of course I had to kill the Teddy Bears, as well ...
Person2: Too many cooks --
Person1: Spoil the majority shareholders. In Wonderland Weather. I planned everything, even the Ministry recruiting you ...
Person2: But I found you. All the clues led me here ...
Person1: Of course. I planned that, too.
Person2: But -- why?
Person1: You disappoint me, Emma.  Can't you guess?  For you. It was all for you ...
Person2: 'Our revels now are ended.'
Person1: Oh, no, Emma. They've only just begun ...",1,
"Person1: I like it better when I'm on top.
Person2: Cecile. This is what I like to call quiet time. This is time when we reflect on what we've done.
Person1: I'm sorry.",1,shaming or belittlement
"Person1: I'm sorry, I can't.
Person2: Listen, dammit.
Person1: I just can't.",1,brandishing anger
"Person1: Hello, Mr. Parker.
Person2: Hello.
Person1: How are you feeling?
Person2: Confused.  I'm not sure what to do now.  I'm not sure what he wants for me.
Person1: He wants to reward you... That's why I'm here.
Person2: What do you mean?
Person1: I mean you've done a great thing. You should be rewarded monetarily.",0,
"Person1: Like it?
Person2: Yes. It reminds me of home.
Person1: Where Superman's from? Krypton?
Person2: No. Argo City. It was on a chunk of rock that was part of Krypton once---but we moved it to inner space.
Person1: I'm sorry, I don't understand.
Person2: It's not important. The important thing is I'm here to find something and I think you can he1p me.
Person1: Come on, let's ride.",0,
"Person1: What?
Person2: Would you like to sit on my lap?
Person1: No thank you.
Person2: Are you sure?
Person1: I'm sure. Thank you all the same.
Person2: That's okay... doesn't matter.
Person1: Do you want me to sit on your lap?",1,persuasion or seduction
"Person1: We should go back -- you -- you could tear that door apart --
Person2: Don't move. We --
Person1: -- should go back. Now!
Person2: No. Don't --
Person1: I'm in charge. We go back!",0,
"Person1: You did kill those men.
Person2: Not all of them.
Person1: When you finish, what then?
Person2: I go my way and you can write all you want about the big bad Mr. Taupin.
Person1: You make it all sound so simple.
Person2: The only real difficulty comes in changing over the ownership of property I've aquired.  That requires certain records and most importantly a personal appearance at the county seat in Gettysburg.  But that's where you come in.
Person1: You want me to front for you.
Person2: The less exposure I recieve around government buildings the better.  You, as Mrs. Taupin, will attract considerably less attention than I.",1,persuasion or seduction
"Person1: _Answer_ me.
Person2: We learned he'd found the immigration notaries in Liverpool and traced them to New York.  Then he figured out the birth records in Church Hill...",0,
"Person1: Unbelievable. Some fag, no offense -
Person2: - none taken -
Person1: - wrote a letter to this chick and saying shit about me.
Person2: Any ideas who it could be?
Person1: Blaine, if I knew who it was that person wouldn't be alive right now.
Person2: Where did you say she's from?
Person1: Kansas. Who the hell do I know in Kansas?
Person2: Greg McConnell.
Person1: The football stud?
Person2: He's from Kansas City. I wouldn't be surprised if he was your rat.
Person1: It would make sense. McConnell hates me. I fingered his girlfriend at the game last year.
Person2: I don't think that bothered him.
Person1: What do you mean?
Person2: Let's just say Greg likes tackling tight ends on and off the field.
Person1: Are you shitting me?
Person2: I shit you not. McConnell used to sneak in my dorm room drunk every month. We'd go at it for a while, then as soon as he'd cum, he starts freaking out. You know -  ""What are you doing, man? I'm not a fag. I'll kick your ass if you say anything.""  It's like, for Christsakes Greg, you're gay, deal with it. The only reason why I let him continue with his charade is because he's got a mouth like a Hoover.
Person1: Too bad he's in Kansas this summer.
Person2: Not anymore. Football team started practice last week. He's already called me to hook up.
Person1: Really. You think you could arrange a little get together with him tonight on my behalf?
Person2: Hmmm. I do believe Bravo is showing Spartacus on television tonight.
Person1: Outstanding.
Person2: Don't think it's not going to cost you.
Person1: No problem. Just make sure your front door is unlocked. Shall we say the ""stroke of midnight"" no pun intended?",0,
"Person1: It just occurred to me that I've never snuck through your bedroom window.
Person2: Now that it's out of your system.
Person1: And I was home, bored, watching television, THE EXORCIST was on and it got me thinking of you.
Person2: Oh it did?
Person1: Yeah, it was edited for TV. All the good stuff was cut out and I started thinking about us and how two years ago, we started off kinda hot and heavy, a nice solid ""R"" rating on our way to an NC17. And how things have changed and, lately, we're just sot of... edited for television.
Person2: So you thought you could sneak in my window and we would have a little bump-bump.
Person1: No, no. I wouldn't dream of breaking your underwear rule. I just thought we might do some on top of the clothes stuff.",1,
"Person1: If you meant it, you wouldn't show it to me, Betty.  Or am I supposed to deliver it to dear Inspector Killaine?
Person2: Wrote it in the waiting room of the Hudson Bay Store.  With somebody's Pekingese trying to climb into my lap.  Perhaps you're right.  Perhaps I didn't mean it. All I know is that I'm licked.
Person1: There's a lot of water between Vancouver and the U.S.A. This note is a suicide note.  After you're gone where would they look for you?  Why would they look for you? Darkness, and open water, and a fast cabin cruiser.  And I have a pocket full of money.  And if I helped you, I'd be committing a crime, or so they tell me.
Person2: That wasn't why I called you.  Why did I hope--when I hadn't any right to hope?
Person1: How bad is it?  Bad enough for--
Person2: Yes.  I've never been very far from it, for a long time.  Will you do something for me?",1,"playing victim role,persuasion or seduction"
"Person1: I want to do him!
Person2: I bet! Actually he reminds me of that one creep you went out with -- you always go for guys with some lame, fake shtick.
Person1: What are you talking about -- who?
Person2: That Larry guy -- what look was he going for? A gay tennis player from the forties?
Person1: Forget you!",0,
"Person1: I'm telling you, don't hurt her.
Person2: As long as you're cool, she'll be cool. What're ya gonna say?
Person1: I don't have the slightest idea.
Person2: Well, you just keep thinkin' of that gun next to Kate's temple.",0,
"Person1: Yeah - where were you?
Person2: With you.
Person1: With me?
Person2: Don't you remember?  He has this bad tooth - it got impacted - the whole jaw swole up -
Person1: It did?  Boy, did it ever!
Person2: So I had to rush him to the hospital and give him a transfusion...  Right?
Person1: Right.  We have the same blood type...
Person2: - Type O.",0,
"Person1: You didn't happen to be going to Worth's place, did you?
Person2: No, sir, I'm sure it wasn't there.
Person1: You used to go to Worth's place a whole lot. What makes you sure it wasn't there?
Person2: Well, maybe it was. I don't remember.  You got to do something for me, I can't stand it any longer -- I can't!",1,"evasion,brandishing anger"
